GEOID20,Name,District
42101003805,PHILADELPHIA WARD 38 PRECINCT 05,2
42101003806,PHILADELPHIA WARD 38 PRECINCT 06,2
42101003807,PHILADELPHIA WARD 38 PRECINCT 07,2
42101003808,PHILADELPHIA WARD 38 PRECINCT 08,2
42101003809,PHILADELPHIA WARD 38 PRECINCT 09,5
42101003810,PHILADELPHIA WARD 38 PRECINCT 10,2
42101003811,PHILADELPHIA WARD 38 PRECINCT 11,2
42101003812,PHILADELPHIA WARD 38 PRECINCT 12,2
42101003813,PHILADELPHIA WARD 38 PRECINCT 13,2
42101003814,PHILADELPHIA WARD 38 PRECINCT 14,2
42101003815,PHILADELPHIA WARD 38 PRECINCT 15,5
42101003816,PHILADELPHIA WARD 38 PRECINCT 16,2
42101003817,PHILADELPHIA WARD 38 PRECINCT 17,2
42101003818,PHILADELPHIA WARD 38 PRECINCT 18,2
42101003819,PHILADELPHIA WARD 38 PRECINCT 19,5
42101003820,PHILADELPHIA WARD 38 PRECINCT 20,2
42101003821,PHILADELPHIA WARD 38 PRECINCT 21,2
42101003901,PHILADELPHIA WARD 39 PRECINCT 01,3
42101003902,PHILADELPHIA WARD 39 PRECINCT 02,3
42101003903,PHILADELPHIA WARD 39 PRECINCT 03,3
42101003904,PHILADELPHIA WARD 39 PRECINCT 04,3
42101003905,PHILADELPHIA WARD 39 PRECINCT 05,3
42101003906,PHILADELPHIA WARD 39 PRECINCT 06,3
42101003907,PHILADELPHIA WARD 39 PRECINCT 07,3
42101003908,PHILADELPHIA WARD 39 PRECINCT 08,3
42101003909,PHILADELPHIA WARD 39 PRECINCT 09,3
42101003910,PHILADELPHIA WARD 39 PRECINCT 10,3
42101003911,PHILADELPHIA WARD 39 PRECINCT 11,3
42101003912,PHILADELPHIA WARD 39 PRECINCT 12,3
42101003913,PHILADELPHIA WARD 39 PRECINCT 13,3
42101003914,PHILADELPHIA WARD 39 PRECINCT 14,3
42101003915,PHILADELPHIA WARD 39 PRECINCT 15,3
42101003916,PHILADELPHIA WARD 39 PRECINCT 16,3
42101003917,PHILADELPHIA WARD 39 PRECINCT 17,3
42101003918,PHILADELPHIA WARD 39 PRECINCT 18,3
42101003919,PHILADELPHIA WARD 39 PRECINCT 19,3
42101003920,PHILADELPHIA WARD 39 PRECINCT 20,3
42101003921,PHILADELPHIA WARD 39 PRECINCT 21,3
42101003922,PHILADELPHIA WARD 39 PRECINCT 22,3
42101003923,PHILADELPHIA WARD 39 PRECINCT 23,3
42101003924,PHILADELPHIA WARD 39 PRECINCT 24,3
42101003925,PHILADELPHIA WARD 39 PRECINCT 25,3
42101003926,PHILADELPHIA WARD 39 PRECINCT 26,3
42101003927,PHILADELPHIA WARD 39 PRECINCT 27,3
42101003928,PHILADELPHIA WARD 39 PRECINCT 28,3
42101003929,PHILADELPHIA WARD 39 PRECINCT 29,3
42101003930,PHILADELPHIA WARD 39 PRECINCT 30,3
42101003931,PHILADELPHIA WARD 39 PRECINCT 31,3
42101003932,PHILADELPHIA WARD 39 PRECINCT 32,3
42101003933,PHILADELPHIA WARD 39 PRECINCT 33,3
42101003934,PHILADELPHIA WARD 39 PRECINCT 34,3
42101003935,PHILADELPHIA WARD 39 PRECINCT 35,3
42101003936,PHILADELPHIA WARD 39 PRECINCT 36,3
42101003937,PHILADELPHIA WARD 39 PRECINCT 37,3
42101003938,PHILADELPHIA WARD 39 PRECINCT 38,3
42101003939,PHILADELPHIA WARD 39 PRECINCT 39,3
42101003940,PHILADELPHIA WARD 39 PRECINCT 40,3
42101003941,PHILADELPHIA WARD 39 PRECINCT 41,3
42101003942,PHILADELPHIA WARD 39 PRECINCT 42,3
42101003943,PHILADELPHIA WARD 39 PRECINCT 43,3
42101003944,PHILADELPHIA WARD 39 PRECINCT 44,3
42101003945,PHILADELPHIA WARD 39 PRECINCT 45,3
42101003946,PHILADELPHIA WARD 39 PRECINCT 46,3
42101004001,PHILADELPHIA WARD 40 PRECINCT 01,3
42101004002,PHILADELPHIA WARD 40 PRECINCT 02,3
42101004003,PHILADELPHIA WARD 40 PRECINCT 03,3
42101004004,PHILADELPHIA WARD 40 PRECINCT 04,3
42101004005,PHILADELPHIA WARD 40 PRECINCT 05,3
42101004006,PHILADELPHIA WARD 40 PRECINCT 06,3
42101004007,PHILADELPHIA WARD 40 PRECINCT 07,3
42101004008,PHILADELPHIA WARD 40 PRECINCT 08,3
42101004009,PHILADELPHIA WARD 40 PRECINCT 09,3
42101004010,PHILADELPHIA WARD 40 PRECINCT 10,3
42101004011,PHILADELPHIA WARD 40 PRECINCT 11,3
42101004012,PHILADELPHIA WARD 40 PRECINCT 12,3
42101004013,PHILADELPHIA WARD 40 PRECINCT 13,3
42101004014,PHILADELPHIA WARD 40 PRECINCT 14,3
42101004015,PHILADELPHIA WARD 40 PRECINCT 15,3
42101004016,PHILADELPHIA WARD 40 PRECINCT 16,3
42101004017,PHILADELPHIA WARD 40 PRECINCT 17,3
42101004018,PHILADELPHIA WARD 40 PRECINCT 18,3
42101004019,PHILADELPHIA WARD 40 PRECINCT 19,3
42101004020,PHILADELPHIA WARD 40 PRECINCT 20,3
42101004021,PHILADELPHIA WARD 40 PRECINCT 21,3
42101004022,PHILADELPHIA WARD 40 PRECINCT 22,3
42101004023,PHILADELPHIA WARD 40 PRECINCT 23,3
42101004024,PHILADELPHIA WARD 40 PRECINCT 24,3
42101004025,PHILADELPHIA WARD 40 PRECINCT 25,3
42101004026,PHILADELPHIA WARD 40 PRECINCT 26,3
42101004027,PHILADELPHIA WARD 40 PRECINCT 27,3
42101004028,PHILADELPHIA WARD 40 PRECINCT 28,3
42101004029,PHILADELPHIA WARD 40 PRECINCT 29,3
42101004030,PHILADELPHIA WARD 40 WARD 30,3
42101004031,PHILADELPHIA WARD 40 PRECINCT 31,3
42101004032,PHILADELPHIA WARD 40 PRECINCT 32,3
42101004033,PHILADELPHIA WARD 40 PRECINCT 33,3
42101004034,PHILADELPHIA WARD 40 PRECINCT 34,3
42101004035,PHILADELPHIA WARD 40 PRECINCT 35,3
42101004036,PHILADELPHIA WARD 40 PRECINCT 36,3
42101004037,PHILADELPHIA WARD 40 PRECINCT 37,3
42101004038,PHILADELPHIA WARD 40 PRECINCT 38,3
42101004039,PHILADELPHIA WARD 40 PRECINCT 39,3
42101004040,PHILADELPHIA WARD 40 PRECINCT 40,3
42101004041,PHILADELPHIA WARD 40 PRECINCT 41,3
42101004042,PHILADELPHIA WARD 40 PRECINCT 42,3
42101004043,PHILADELPHIA WARD 40 PRECINCT 43,3
42101004044,PHILADELPHIA WARD 40 PRECINCT 44,3
42101004045,PHILADELPHIA WARD 40 PRECINCT 45,3
42101004046,PHILADELPHIA WARD 40 PRECINCT 46,3
42101004047,PHILADELPHIA WARD 40 PRECINCT 47,3
42101004048,PHILADELPHIA WARD 40 PRECINCT 48,3
42101004049,PHILADELPHIA WARD 40 PRECINCT 49,3
42101004050,PHILADELPHIA WARD 40 PRECINCT 50,3
42101004051,PHILADELPHIA WARD 40 PRECINCT 51,3
42101004101,PHILADELPHIA WARD 41 PRECINCT 01,4
42101004102,PHILADELPHIA WARD 41 PRECINCT 02,4
42101004103,PHILADELPHIA WARD 41 PRECINCT 03,4
42101004104,PHILADELPHIA WARD 41 PRECINCT 04,4
42101004105,PHILADELPHIA WARD 41 PRECINCT 05,4
42101004106,PHILADELPHIA WARD 41 PRECINCT 06,4
42101004107,PHILADELPHIA WARD 41 PRECINCT 07,4
42101004108,PHILADELPHIA WARD 41 PRECINCT 08,4
42101004109,PHILADELPHIA WARD 41 PRECINCT 09,4
42101004110,PHILADELPHIA WARD 41 PRECINCT 10,4
42101004111,PHILADELPHIA WARD 41 PRECINCT 11,4
42101004112,PHILADELPHIA WARD 41 PRECINCT 12,4
42101004113,PHILADELPHIA WARD 41 PRECINCT 13,4
42101004114,PHILADELPHIA WARD 41 PRECINCT 14,1
42101004115,PHILADELPHIA WARD 41 PRECINCT 15,1
42101004116,PHILADELPHIA WARD 41 PRECINCT 16,1
42101004117,PHILADELPHIA WARD 41 PRECINCT 17,1
42101004118,PHILADELPHIA WARD 41 PRECINCT 18,1
42101004119,PHILADELPHIA WARD 41 PRECINCT 19,1
42101004120,PHILADELPHIA WARD 41 PRECINCT 20,1
42101004121,PHILADELPHIA WARD 41 PRECINCT 21,1
42101004122,PHILADELPHIA WARD 41 PRECINCT 22,1
42101004123,PHILADELPHIA WARD 41 PRECINCT 23,1
42101004124,PHILADELPHIA WARD 41 PRECINCT 24,1
42101004125,PHILADELPHIA WARD 41 PRECINCT 25,1
42101004126,PHILADELPHIA WARD 41 PRECINCT 26,1
42101004201,PHILADELPHIA WARD 42 PRECINCT 01,4
42101004202,PHILADELPHIA WARD 42 PRECINCT 02,4
42101004203,PHILADELPHIA WARD 42 PRECINCT 03,4
42101004204,PHILADELPHIA WARD 42 PRECINCT 04,4
42101004205,PHILADELPHIA WARD 42 PRECINCT 05,4
42101004206,PHILADELPHIA WARD 42 PRECINCT 06,4
42101004207,PHILADELPHIA WARD 42 PRECINCT 07,4
42101004208,PHILADELPHIA WARD 42 PRECINCT 08,4
42101004209,PHILADELPHIA WARD 42 PRECINCT 09,4
42101004210,PHILADELPHIA WARD 42 PRECINCT 10,4
42101004211,PHILADELPHIA WARD 42 PRECINCT 11,4
42101004212,PHILADELPHIA WARD 42 PRECINCT 12,4
42101004213,PHILADELPHIA WARD 42 PRECINCT 13,4
42101004214,PHILADELPHIA WARD 42 PRECINCT 14,4
42101004215,PHILADELPHIA WARD 42 PRECINCT 15,4
42101004216,PHILADELPHIA WARD 42 PRECINCT 16,4
42101004217,PHILADELPHIA WARD 42 PRECINCT 17,4
42101004218,PHILADELPHIA WARD 42 PRECINCT 18,4
42101004219,PHILADELPHIA WARD 42 PRECINCT 19,4
42101004220,PHILADELPHIA WARD 42 PRECINCT 20,4
42101004221,PHILADELPHIA WARD 42 PRECINCT 21,4
42101004222,PHILADELPHIA WARD 42 PRECINCT 22,4
42101004223,PHILADELPHIA WARD 42 PRECINCT 23,4
42101004224,PHILADELPHIA WARD 42 PRECINCT 24,4
42101004225,PHILADELPHIA WARD 42 PRECINCT 25,4
42101004301,PHILADELPHIA WARD 43 PRECINCT 01,2
42101004302,PHILADELPHIA WARD 43 PRECINCT 02,2
42101004303,PHILADELPHIA WARD 43 PRECINCT 03,2
42101004304,PHILADELPHIA WARD 43 PRECINCT 04,2
42101004305,PHILADELPHIA WARD 43 PRECINCT 05,2
42101004306,PHILADELPHIA WARD 43 PRECINCT 06,2
42101004307,PHILADELPHIA WARD 43 PRECINCT 07,2
42101004308,PHILADELPHIA WARD 43 PRECINCT 08,2
42101004309,PHILADELPHIA WARD 43 PRECINCT 09,2
42101004310,PHILADELPHIA WARD 43 PRECINCT 10,2
42101004311,PHILADELPHIA WARD 43 PRECINCT 11,2
42101004312,PHILADELPHIA WARD 43 PRECINCT 12,2
42101004313,PHILADELPHIA WARD 43 PRECINCT 13,2
42101004314,PHILADELPHIA WARD 43 PRECINCT 14,2
42101004315,PHILADELPHIA WARD 43 PRECINCT 15,2
42101004316,PHILADELPHIA WARD 43 PRECINCT 16,2
42101004317,PHILADELPHIA WARD 43 PRECINCT 17,2
42101004318,PHILADELPHIA WARD 43 PRECINCT 18,2
42101004319,PHILADELPHIA WARD 43 PRECINCT 19,2
42101004320,PHILADELPHIA WARD 43 PRECINCT 20,2
42101004321,PHILADELPHIA WARD 43 PRECINCT 21,2
42101004322,PHILADELPHIA WARD 43 PRECINCT 22,2
42101004323,PHILADELPHIA WARD 43 PRECINCT 23,2
42101004324,PHILADELPHIA WARD 43 PRECINCT 24,2
42101004325,PHILADELPHIA WARD 43 PRECINCT 25,2
42101004401,PHILADELPHIA WARD 44 PRECINCT 01,5
42101004402,PHILADELPHIA WARD 44 PRECINCT 02,5
42101004403,PHILADELPHIA WARD 44 PRECINCT 03,5
42101004404,PHILADELPHIA WARD 44 PRECINCT 04,5
42101004405,PHILADELPHIA WARD 44 PRECINCT 05,5
42101004406,PHILADELPHIA WARD 44 PRECINCT 06,5
42101004407,PHILADELPHIA WARD 44 PRECINCT 07,5
42101004408,PHILADELPHIA WARD 44 PRECINCT 08,5
42101004409,PHILADELPHIA WARD 44 PRECINCT 09,5
42101004410,PHILADELPHIA WARD 44 PRECINCT 10,5
42101004411,PHILADELPHIA WARD 44 PRECINCT 11,5
42101004412,PHILADELPHIA WARD 44 PRECINCT 12,5
42101004413,PHILADELPHIA WARD 44 PRECINCT 13,5
42101004414,PHILADELPHIA WARD 44 PRECINCT 14,5
42101004415,PHILADELPHIA WARD 44 PRECINCT 15,5
42101004416,PHILADELPHIA WARD 44 PRECINCT 16,5
42101004417,PHILADELPHIA WARD 44 PRECINCT 17,5
42101004418,PHILADELPHIA WARD 44 PRECINCT 18,5
42101004419,PHILADELPHIA WARD 44 PRECINCT 19,5
42101004501,PHILADELPHIA WARD 45 PRECINCT 01,4
42101004502,PHILADELPHIA WARD 45 PRECINCT 02,4
42101004503,PHILADELPHIA WARD 45 PRECINCT 03,4
42101004504,PHILADELPHIA WARD 45 PRECINCT 04,4
42101004505,PHILADELPHIA WARD 45 PRECINCT 05,4
42101004506,PHILADELPHIA WARD 45 PRECINCT 06,4
42101004507,PHILADELPHIA WARD 45 PRECINCT 07,4
42101004508,PHILADELPHIA WARD 45 PRECINCT 08,4
42101004509,PHILADELPHIA WARD 45 PRECINCT 09,4
42101004510,PHILADELPHIA WARD 45 PRECINCT 10,4
42101004511,PHILADELPHIA WARD 45 PRECINCT 11,4
42101004512,PHILADELPHIA WARD 45 PRECINCT 12,4
42101004513,PHILADELPHIA WARD 45 PRECINCT 13,4
42101004514,PHILADELPHIA WARD 45 PRECINCT 14,4
42101004515,PHILADELPHIA WARD 45 PRECINCT 15,4
42101004516,PHILADELPHIA WARD 45 PRECINCT 16,4
42101004517,PHILADELPHIA WARD 45 PRECINCT 17,4
42101004518,PHILADELPHIA WARD 45 PRECINCT 18,4
42101004519,PHILADELPHIA WARD 45 PRECINCT 19,4
42101004520,PHILADELPHIA WARD 45 PRECINCT 20,4
42101004521,PHILADELPHIA WARD 45 PRECINCT 21,4
42101004522,PHILADELPHIA WARD 45 PRECINCT 22,4
42101004523,PHILADELPHIA WARD 45 PRECINCT 23,4
42101004524,PHILADELPHIA WARD 45 PRECINCT 24,4
42101004525,PHILADELPHIA WARD 45 PRECINCT 25,4
42101004601,PHILADELPHIA WARD 46 PRECINCT 01,5
42101004602,PHILADELPHIA WARD 46 PRECINCT 02,5
42101004603,PHILADELPHIA WARD 46 PRECINCT 03,5
42101004604,PHILADELPHIA WARD 46 PRECINCT 04,5
42101004605,PHILADELPHIA WARD 46 PRECINCT 05,5
42101004606,PHILADELPHIA WARD 46 PRECINCT 06,5
42101004607,PHILADELPHIA WARD 46 PRECINCT 07,5
42101004608,PHILADELPHIA WARD 46 PRECINCT 08,3
42101004609,PHILADELPHIA WARD 46 PRECINCT 09,5
42101004610,PHILADELPHIA WARD 46 PRECINCT 10,5
42101004611,PHILADELPHIA WARD 46 PRECINCT 11,5
42101004612,PHILADELPHIA WARD 46 PRECINCT 12,5
42101004613,PHILADELPHIA WARD 46 PRECINCT 13,5
42101004614,PHILADELPHIA WARD 46 PRECINCT 14,5
42101004615,PHILADELPHIA WARD 46 PRECINCT 15,5
42101004616,PHILADELPHIA WARD 46 PRECINCT 16,3
42101004617,PHILADELPHIA WARD 46 PRECINCT 17,3
42101004618,PHILADELPHIA WARD 46 PRECINCT 18,5
42101004619,PHILADELPHIA WARD 46 PRECINCT 19,5
42101004620,PHILADELPHIA WARD 46 PRECINCT 20,5
42101004621,PHILADELPHIA WARD 46 PRECINCT 21,5
42101004622,PHILADELPHIA WARD 46 PRECINCT 22,5
42101004623,PHILADELPHIA WARD 46 PRECINCT 23,5
42101004701,PHILADELPHIA WARD 47 PRECINCT 01,5
42101004702,PHILADELPHIA WARD 47 PRECINCT 02,5
42101004703,PHILADELPHIA WARD 47 PRECINCT 03,5
42101004704,PHILADELPHIA WARD 47 PRECINCT 04,5
42101004705,PHILADELPHIA WARD 47 PRECINCT 05,5
42101004706,PHILADELPHIA WARD 47 PRECINCT 06,5
42101004707,PHILADELPHIA WARD 47 PRECINCT 07,5
42101004708,PHILADELPHIA WARD 47 PRECINCT 08,5
42101004709,PHILADELPHIA WARD 47 PRECINCT 09,5
42101004710,PHILADELPHIA WARD 47 PRECINCT 10,5
42101004711,PHILADELPHIA WARD 47 PRECINCT 11,5
42101004712,PHILADELPHIA WARD 47 PRECINCT 12,5
42101004713,PHILADELPHIA WARD 47 PRECINCT 13,5
42101004714,PHILADELPHIA WARD 47 PRECINCT 14,5
42101004801,PHILADELPHIA WARD 48 PRECINCT 01,3
42101004802,PHILADELPHIA WARD 48 PRECINCT 02,3
42101004803,PHILADELPHIA WARD 48 PRECINCT 03,3
42101004804,PHILADELPHIA WARD 48 PRECINCT 04,3
42101004805,PHILADELPHIA WARD 48 PRECINCT 05,3
42101004806,PHILADELPHIA WARD 48 PRECINCT 06,3
42101004807,PHILADELPHIA WARD 48 PRECINCT 07,3
42101004808,PHILADELPHIA WARD 48 PRECINCT 08,3
42101004809,PHILADELPHIA WARD 48 PRECINCT 09,3
42101004810,PHILADELPHIA WARD 48 PRECINCT 10,3
42101004811,PHILADELPHIA WARD 48 PRECINCT 11,3
42101004812,PHILADELPHIA WARD 48 PRECINCT 12,3
42101004813,PHILADELPHIA WARD 48 PRECINCT 13,3
42101004814,PHILADELPHIA WARD 48 PRECINCT 14,3
42101004815,PHILADELPHIA WARD 48 PRECINCT 15,3
42101004816,PHILADELPHIA WARD 48 PRECINCT 16,3
42101004817,PHILADELPHIA WARD 48 PRECINCT 17,3
42101004818,PHILADELPHIA WARD 48 PRECINCT 18,3
42101004819,PHILADELPHIA WARD 48 PRECINCT 19,3
42101004820,PHILADELPHIA WARD 48 PRECINCT 20,3
42101004821,PHILADELPHIA WARD 48 PRECINCT 21,3
42101004822,PHILADELPHIA WARD 48 PRECINCT 22,3
42101004823,PHILADELPHIA WARD 48 PRECINCT 23,3
42101004870,PHILADELPHIA WARD 49 DISTRICT 02,2
42101004875,PHILADELPHIA WARD 49 DISTRICT 03,2
42101004885,PHILADELPHIA WARD 49 DISTRICT 06,2
42101004890,PHILADELPHIA WARD 49 DISTRICT 13,2
42101004895,PHILADELPHIA WARD 49 DISTRICT 15,2
42101004901,PHILADELPHIA WARD 49 PRECINCT 01,2
42101004904,PHILADELPHIA WARD 49 PRECINCT 04,2
42101004905,PHILADELPHIA WARD 49 PRECINCT 05,2
42101004907,PHILADELPHIA WARD 49 PRECINCT 07,2
42101004908,PHILADELPHIA WARD 49 PRECINCT 08,2
42101004909,PHILADELPHIA WARD 49 PRECINCT 09,2
42101004910,PHILADELPHIA WARD 49 PRECINCT 10,2
42101004911,PHILADELPHIA WARD 49 PRECINCT 11,2
42101004912,PHILADELPHIA WARD 49 PRECINCT 12,2
42101004914,PHILADELPHIA WARD 49 PRECINCT 14,2
42101004916,PHILADELPHIA WARD 49 PRECINCT 16,2
42101004917,PHILADELPHIA WARD 49 PRECINCT 17,2
42101004918,PHILADELPHIA WARD 49 PRECINCT 18,2
42101004919,PHILADELPHIA WARD 49 PRECINCT 19,2
42101004920,PHILADELPHIA WARD 49 PRECINCT 20,2
42101004921,PHILADELPHIA WARD 49 PRECINCT 21,2
42101004922,PHILADELPHIA WARD 49 PRECINCT 22,2
42101005001,PHILADELPHIA WARD 50 PRECINCT 01,2
42101005002,PHILADELPHIA WARD 50 PRECINCT 02,2
42101005003,PHILADELPHIA WARD 50 PRECINCT 03,2
42101005004,PHILADELPHIA WARD 50 PRECINCT 04,2
42101005005,PHILADELPHIA WARD 50 PRECINCT 05,2
42101005006,PHILADELPHIA WARD 50 PRECINCT 06,2
42101005007,PHILADELPHIA WARD 50 PRECINCT 07,2
42101005008,PHILADELPHIA WARD 50 PRECINCT 08,2
42101005009,PHILADELPHIA WARD 50 PRECINCT 09,2
42101005010,PHILADELPHIA WARD 50 PRECINCT 10,2
42101005011,PHILADELPHIA WARD 50 PRECINCT 11,2
42101005012,PHILADELPHIA WARD 50 PRECINCT 12,2
42101005013,PHILADELPHIA WARD 50 PRECINCT 13,2
42101005014,PHILADELPHIA WARD 50 PRECINCT 14,2
42101005015,PHILADELPHIA WARD 50 PRECINCT 15,2
42101005016,PHILADELPHIA WARD 50 PRECINCT 16,2
42101005017,PHILADELPHIA WARD 50 PRECINCT 17,2
42101005018,PHILADELPHIA WARD 50 PRECINCT 18,2
42101005019,PHILADELPHIA WARD 50 PRECINCT 19,2
42101005020,PHILADELPHIA WARD 50 PRECINCT 20,2
42101005021,PHILADELPHIA WARD 50 PRECINCT 21,2
42101005022,PHILADELPHIA WARD 50 PRECINCT 22,2
42101005023,PHILADELPHIA WARD 50 PRECINCT 23,2
42101005024,PHILADELPHIA WARD 50 PRECINCT 24,2
42101005025,PHILADELPHIA WARD 50 PRECINCT 25,2
42101005026,PHILADELPHIA WARD 50 PRECINCT 26,2
42101005027,PHILADELPHIA WARD 50 PRECINCT 27,2
42101005028,PHILADELPHIA WARD 50 PRECINCT 28,2
42101005029,PHILADELPHIA WARD 50 PRECINCT 29,2
42101005030,PHILADELPHIA WARD 50 PRECINCT 30,2
42101005081,PHILADELPHIA WARD 51 PRECINCT 03,3
42101005082,PHILADELPHIA WARD 51 PRECINCT 04,3
42101005090,PHILADELPHIA WARD 51 PRECINCT 08,3
42101005095,PHILADELPHIA WARD 51 PRECINCT 20,3
42101005101,PHILADELPHIA WARD 51 PRECINCT 01,3
42101005102,PHILADELPHIA WARD 51 PRECINCT 02,3
42101005105,PHILADELPHIA WARD 51 PRECINCT 05,3
42101005106,PHILADELPHIA WARD 51 PRECINCT 06,3
42101005107,PHILADELPHIA WARD 51 PRECINCT 07,3
42101005109,PHILADELPHIA WARD 51 PRECINCT 09,3
42101005110,PHILADELPHIA WARD 51 PRECINCT 10,3
42101005111,PHILADELPHIA WARD 51 PRECINCT 11,3
42101005112,PHILADELPHIA WARD 51 PRECINCT 12,3
42101005113,PHILADELPHIA WARD 51 PRECINCT 13,3
42101005114,PHILADELPHIA WARD 51 PRECINCT 14,3
42101005115,PHILADELPHIA WARD 51 PRECINCT 15,3
42101005116,PHILADELPHIA WARD 51 PRECINCT 16,3
42101005117,PHILADELPHIA WARD 51 PRECINCT 17,3
42101005118,PHILADELPHIA WARD 51 PRECINCT 18,3
42101005119,PHILADELPHIA WARD 51 PRECINCT 19,3
42101005121,PHILADELPHIA WARD 51 PRECINCT 21,3
42101005122,PHILADELPHIA WARD 51 PRECINCT 22,3
42101005123,PHILADELPHIA WARD 51 PRECINCT 23,3
42101005124,PHILADELPHIA WARD 51 PRECINCT 24,3
42101005125,PHILADELPHIA WARD 51 PRECINCT 25,3
42101005126,PHILADELPHIA WARD 51 PRECINCT 26,3
42101005127,PHILADELPHIA WARD 51 PRECINCT 27,3
42101005128,PHILADELPHIA WARD 51 PRECINCT 28,3
42101005201,PHILADELPHIA WARD 52 PRECINCT 01,5
42101005202,PHILADELPHIA WARD 52 PRECINCT 02,5
42101005203,PHILADELPHIA WARD 52 PRECINCT 03,5
42101005204,PHILADELPHIA WARD 52 PRECINCT 04,5
42101005205,PHILADELPHIA WARD 52 PRECINCT 05,5
42101005206,PHILADELPHIA WARD 52 PRECINCT 06,5
42101005207,PHILADELPHIA WARD 52 PRECINCT 07,5
42101005208,PHILADELPHIA WARD 52 PRECINCT 08,5
42101005209,PHILADELPHIA WARD 52 PRECINCT 09,5
42101005210,PHILADELPHIA WARD 52 PRECINCT 10,5
42101005211,PHILADELPHIA WARD 52 PRECINCT 11,5
42101005212,PHILADELPHIA WARD 52 PRECINCT 12,5
42101005213,PHILADELPHIA WARD 52 PRECINCT 13,5
42101005214,PHILADELPHIA WARD 52 PRECINCT 14,5
42101005215,PHILADELPHIA WARD 52 PRECINCT 15,5
42101005216,PHILADELPHIA WARD 52 PRECINCT 16,5
42101005217,PHILADELPHIA WARD 52 PRECINCT 17,5
42101005218,PHILADELPHIA WARD 52 PRECINCT 18,5
42101005219,PHILADELPHIA WARD 52 PRECINCT 19,5
42101005220,PHILADELPHIA WARD 52 PRECINCT 20,5
42101005221,PHILADELPHIA WARD 52 PRECINCT 21,5
42101005222,PHILADELPHIA WARD 52 PRECINCT 22,5
42101005223,PHILADELPHIA WARD 52 PRECINCT 23,5
42101005224,PHILADELPHIA WARD 52 PRECINCT 24,5
42101005225,PHILADELPHIA WARD 52 PRECINCT 25,5
42101005226,PHILADELPHIA WARD 52 PRECINCT 26,5
42101005227,PHILADELPHIA WARD 52 PRECINCT 27,5
42101005228,PHILADELPHIA WARD 52 PRECINCT 28,5
42101005301,PHILADELPHIA WARD 53 PRECINCT 01,4
42101005302,PHILADELPHIA WARD 53 PRECINCT 02,4
42101005303,PHILADELPHIA WARD 53 PRECINCT 03,4
42101005304,PHILADELPHIA WARD 53 PRECINCT 04,4
42101005305,PHILADELPHIA WARD 53 PRECINCT 05,4
42101005306,PHILADELPHIA WARD 53 PRECINCT 06,4
42101005307,PHILADELPHIA WARD 53 PRECINCT 07,1
42101005308,PHILADELPHIA WARD 53 PRECINCT 08,1
42101005309,PHILADELPHIA WARD 53 PRECINCT 09,1
42101005310,PHILADELPHIA WARD 53 PRECINCT 10,1
42101005311,PHILADELPHIA WARD 53 PRECINCT 11,1
42101005312,PHILADELPHIA WARD 53 PRECINCT 12,1
42101005313,PHILADELPHIA WARD 53 PRECINCT 13,1
42101005314,PHILADELPHIA WARD 53 PRECINCT 14,1
42101005315,PHILADELPHIA WARD 53 PRECINCT 15,1
42101005316,PHILADELPHIA WARD 53 PRECINCT 16,1
42101005317,PHILADELPHIA WARD 53 PRECINCT 17,1
42101005318,PHILADELPHIA WARD 53 PRECINCT 18,1
42101005319,PHILADELPHIA WARD 53 PRECINCT 19,1
42101005320,PHILADELPHIA WARD 53 PRECINCT 20,1
42101005321,PHILADELPHIA WARD 53 PRECINCT 21,1
42101005322,PHILADELPHIA WARD 53 PRECINCT 22,1
42101005323,PHILADELPHIA WARD 53 PRECINCT 23,1
42101005401,PHILADELPHIA WARD 54 PRECINCT 01,4
42101005402,PHILADELPHIA WARD 54 PRECINCT 02,4
42101005403,PHILADELPHIA WARD 54 PRECINCT 03,4
42101005404,PHILADELPHIA WARD 54 PRECINCT 04,4
42101005405,PHILADELPHIA WARD 54 PRECINCT 05,4
42101005406,PHILADELPHIA WARD 54 PRECINCT 06,1
42101005407,PHILADELPHIA WARD 54 PRECINCT 07,1
42101005408,PHILADELPHIA WARD 54 PRECINCT 08,1
42101005409,PHILADELPHIA WARD 54 PRECINCT 09,1
42101005410,PHILADELPHIA WARD 54 PRECINCT 10,1
42101005411,PHILADELPHIA WARD 54 PRECINCT 11,1
42101005412,PHILADELPHIA WARD 54 PRECINCT 12,1
42101005413,PHILADELPHIA WARD 54 PRECINCT 13,1
42101005414,PHILADELPHIA WARD 54 PRECINCT 14,1
42101005415,PHILADELPHIA WARD 54 PRECINCT 15,1
42101005416,PHILADELPHIA WARD 54 PRECINCT 16,1
42101005417,PHILADELPHIA WARD 54 PRECINCT 17,1
42101005418,PHILADELPHIA WARD 54 PRECINCT 18,1
42101005419,PHILADELPHIA WARD 54 PRECINCT 19,1
42101005420,PHILADELPHIA WARD 54 PRECINCT 20,1
42101005421,PHILADELPHIA WARD 54 PRECINCT 21,1
42101005422,PHILADELPHIA WARD 54 PRECINCT 22,1
42101005501,PHILADELPHIA WARD 55 PRECINCT 01,4
42101005502,PHILADELPHIA WARD 55 PRECINCT 02,4
42101005503,PHILADELPHIA WARD 55 PRECINCT 03,4
42101005504,PHILADELPHIA WARD 55 PRECINCT 04,4
