GEOID20,Name,District
42101002103,PHILADELPHIA WARD 21 PRECINCT 03,2
42101002104,PHILADELPHIA WARD 21 PRECINCT 04,2
42101002105,PHILADELPHIA WARD 21 PRECINCT 05,2
42101002106,PHILADELPHIA WARD 21 PRECINCT 06,2
42101002107,PHILADELPHIA WARD 21 PRECINCT 07,2
42101002108,PHILADELPHIA WARD 21 PRECINCT 08,2
42101002109,PHILADELPHIA WARD 21 PRECINCT 09,2
42101002110,PHILADELPHIA WARD 21 PRECINCT 10,2
42101002111,PHILADELPHIA WARD 21 PRECINCT 11,2
42101002112,PHILADELPHIA WARD 21 PRECINCT 12,2
42101002113,PHILADELPHIA WARD 21 PRECINCT 13,2
42101002114,PHILADELPHIA WARD 21 PRECINCT 14,2
42101002115,PHILADELPHIA WARD 21 PRECINCT 15,2
42101002116,PHILADELPHIA WARD 21 PRECINCT 16,2
42101002117,PHILADELPHIA WARD 21 PRECINCT 17,2
42101002118,PHILADELPHIA WARD 21 PRECINCT 18,2
42101002119,PHILADELPHIA WARD 21 PRECINCT 19,2
42101002120,PHILADELPHIA WARD 21 PRECINCT 20,2
42101002121,PHILADELPHIA WARD 21 PRECINCT 21,2
42101002122,PHILADELPHIA WARD 21 PRECINCT 22,2
42101002123,PHILADELPHIA WARD 21 PRECINCT 23,2
42101002124,PHILADELPHIA WARD 21 PRECINCT 24,2
42101002125,PHILADELPHIA WARD 21 PRECINCT 25,2
42101002126,PHILADELPHIA WARD 21 PRECINCT 26,2
42101002127,PHILADELPHIA WARD 21 PRECINCT 27,2
42101002128,PHILADELPHIA WARD 21 PRECINCT 28,2
42101002129,PHILADELPHIA WARD 21 PRECINCT 29,2
42101002130,PHILADELPHIA WARD 21 PRECINCT 30,2
42101002131,PHILADELPHIA WARD 21 PRECINCT 31,2
42101002132,PHILADELPHIA WARD 21 PRECINCT 32,2
42101002133,PHILADELPHIA WARD 21 PRECINCT 33,2
42101002134,PHILADELPHIA WARD 21 PRECINCT 34,2
42101002135,PHILADELPHIA WARD 21 PRECINCT 35,2
42101002136,PHILADELPHIA WARD 21 PRECINCT 36,2
42101002137,PHILADELPHIA WARD 21 PRECINCT 37,2
42101002138,PHILADELPHIA WARD 21 PRECINCT 38,2
42101002139,PHILADELPHIA WARD 21 PRECINCT 39,2
42101002140,PHILADELPHIA WARD 21 PRECINCT 40,2
42101002141,PHILADELPHIA WARD 21 PRECINCT 41,2
42101002142,PHILADELPHIA WARD 21 PRECINCT 42,2
42101002143,PHILADELPHIA WARD 21 PRECINCT 43,2
42101002144,PHILADELPHIA WARD 21 PRECINCT 44,2
42101002145,PHILADELPHIA WARD 21 PRECINCT 45,2
42101002201,PHILADELPHIA WARD 22 PRECINCT 01,2
42101002202,PHILADELPHIA WARD 22 PRECINCT 02,2
42101002203,PHILADELPHIA WARD 22 PRECINCT 03,2
42101002204,PHILADELPHIA WARD 22 PRECINCT 04,2
42101002205,PHILADELPHIA WARD 22 PRECINCT 05,2
42101002206,PHILADELPHIA WARD 22 PRECINCT 06,2
42101002207,PHILADELPHIA WARD 22 PRECINCT 07,2
42101002208,PHILADELPHIA WARD 22 PRECINCT 08,2
42101002209,PHILADELPHIA WARD 22 PRECINCT 09,2
42101002210,PHILADELPHIA WARD 22 PRECINCT 10,2
42101002211,PHILADELPHIA WARD 22 PRECINCT 11,2
42101002212,PHILADELPHIA WARD 22 PRECINCT 12,2
42101002213,PHILADELPHIA WARD 22 PRECINCT 13,2
42101002214,PHILADELPHIA WARD 22 PRECINCT 14,2
42101002215,PHILADELPHIA WARD 22 PRECINCT 15,2
42101002216,PHILADELPHIA WARD 22 PRECINCT 16,2
42101002217,PHILADELPHIA WARD 22 PRECINCT 17,2
42101002218,PHILADELPHIA WARD 22 PRECINCT 18,2
42101002219,PHILADELPHIA WARD 22 PRECINCT 19,2
42101002220,PHILADELPHIA WARD 22 PRECINCT 20,2
42101002221,PHILADELPHIA WARD 22 PRECINCT 21,2
42101002222,PHILADELPHIA WARD 22 PRECINCT 22,2
42101002223,PHILADELPHIA WARD 22 PRECINCT 23,2
42101002224,PHILADELPHIA WARD 22 PRECINCT 24,2
42101002225,PHILADELPHIA WARD 22 PRECINCT 25,2
42101002226,PHILADELPHIA WARD 22 PRECINCT 26,2
42101002227,PHILADELPHIA WARD 22 PRECINCT 27,2
42101002228,PHILADELPHIA WARD 22 PRECINCT 28,2
42101002229,PHILADELPHIA WARD 22 PRECINCT 29,2
42101002301,PHILADELPHIA WARD 23 PRECINCT 01,4
42101002302,PHILADELPHIA WARD 23 PRECINCT 02,4
42101002303,PHILADELPHIA WARD 23 PRECINCT 03,4
42101002304,PHILADELPHIA WARD 23 PRECINCT 04,4
42101002305,PHILADELPHIA WARD 23 PRECINCT 05,4
42101002306,PHILADELPHIA WARD 23 PRECINCT 06,4
42101002307,PHILADELPHIA WARD 23 PRECINCT 07,4
42101002308,PHILADELPHIA WARD 23 PRECINCT 08,4
42101002309,PHILADELPHIA WARD 23 PRECINCT 09,4
42101002310,PHILADELPHIA WARD 23 PRECINCT 10,4
42101002311,PHILADELPHIA WARD 23 PRECINCT 11,4
42101002312,PHILADELPHIA WARD 23 PRECINCT 12,4
42101002313,PHILADELPHIA WARD 23 PRECINCT 13,4
42101002314,PHILADELPHIA WARD 23 PRECINCT 14,4
42101002315,PHILADELPHIA WARD 23 PRECINCT 15,4
42101002316,PHILADELPHIA WARD 23 PRECINCT 16,4
42101002317,PHILADELPHIA WARD 23 PRECINCT 17,4
42101002318,PHILADELPHIA WARD 23 PRECINCT 18,4
42101002319,PHILADELPHIA WARD 23 PRECINCT 19,4
42101002320,PHILADELPHIA WARD 23 PRECINCT 20,4
42101002321,PHILADELPHIA WARD 23 PRECINCT 21,4
42101002322,PHILADELPHIA WARD 23 PRECINCT 22,4
42101002323,PHILADELPHIA WARD 23 PRECINCT 23,4
42101002401,PHILADELPHIA WARD 24 PRECINCT 01,5
42101002402,PHILADELPHIA WARD 24 PRECINCT 02,5
42101002403,PHILADELPHIA WARD 24 PRECINCT 03,5
42101002404,PHILADELPHIA WARD 24 PRECINCT 04,5
42101002405,PHILADELPHIA WARD 24 PRECINCT 05,5
42101002406,PHILADELPHIA WARD 24 PRECINCT 06,5
42101002407,PHILADELPHIA WARD 24 PRECINCT 07,5
42101002408,PHILADELPHIA WARD 24 PRECINCT 08,5
42101002409,PHILADELPHIA WARD 24 PRECINCT 09,5
42101002411,PHILADELPHIA WARD 24 PRECINCT 11,5
42101002412,PHILADELPHIA WARD 24 PRECINCT 12,5
42101002413,PHILADELPHIA WARD 24 PRECINCT 13,5
42101002414,PHILADELPHIA WARD 24 PRECINCT 14,5
42101002415,PHILADELPHIA WARD 24 PRECINCT 15,5
42101002416,PHILADELPHIA WARD 24 PRECINCT 16,5
42101002417,PHILADELPHIA WARD 24 PRECINCT 17,5
42101002418,PHILADELPHIA WARD 24 DISTRICT 18,5
42101002419,PHILADELPHIA WARD 24 DISTRICT 19,5
42101002440,PHILADELPHIA WARD 24 DISTRICT 10,5
42101002501,PHILADELPHIA WARD 25 PRECINCT 01,4
42101002502,PHILADELPHIA WARD 25 PRECINCT 02,4
42101002503,PHILADELPHIA WARD 25 PRECINCT 03,4
42101002504,PHILADELPHIA WARD 25 PRECINCT 04,4
42101002505,PHILADELPHIA WARD 25 PRECINCT 05,4
42101002506,PHILADELPHIA WARD 25 PRECINCT 06,4
42101002507,PHILADELPHIA WARD 25 PRECINCT 07,4
42101002508,PHILADELPHIA WARD 25 PRECINCT 08,4
42101002509,PHILADELPHIA WARD 25 PRECINCT 09,4
42101002510,PHILADELPHIA WARD 25 PRECINCT 10,4
42101002511,PHILADELPHIA WARD 25 PRECINCT 11,4
42101002512,PHILADELPHIA WARD 25 PRECINCT 12,4
42101002513,PHILADELPHIA WARD 25 PRECINCT 13,4
42101002514,PHILADELPHIA WARD 25 PRECINCT 14,4
42101002515,PHILADELPHIA WARD 25 PRECINCT 15,4
42101002516,PHILADELPHIA WARD 25 PRECINCT 16,4
42101002517,PHILADELPHIA WARD 25 PRECINCT 17,4
42101002518,PHILADELPHIA WARD 25 PRECINCT 18,4
42101002519,PHILADELPHIA WARD 25 PRECINCT 19,4
42101002520,PHILADELPHIA WARD 25 PRECINCT 20,4
42101002521,PHILADELPHIA WARD 25 PRECINCT 21,4
42101002522,PHILADELPHIA WARD 25 PRECINCT 22,4
42101002523,PHILADELPHIA WARD 25 PRECINCT 23,4
42101002524,PHILADELPHIA WARD 25 PRECINCT 24,4
42101002601,PHILADELPHIA WARD 26 PRECINCT 01,3
42101002602,PHILADELPHIA WARD 26 PRECINCT 02,3
42101002603,PHILADELPHIA WARD 26 PRECINCT 03,3
42101002604,PHILADELPHIA WARD 26 PRECINCT 04,3
42101002605,PHILADELPHIA WARD 26 PRECINCT 05,3
42101002606,PHILADELPHIA WARD 26 PRECINCT 06,3
42101002607,PHILADELPHIA WARD 26 PRECINCT 07,3
42101002608,PHILADELPHIA WARD 26 PRECINCT 08,3
42101002609,PHILADELPHIA WARD 26 PRECINCT 09,3
42101002610,PHILADELPHIA WARD 26 PRECINCT 10,3
42101002611,PHILADELPHIA WARD 26 PRECINCT 11,3
42101002612,PHILADELPHIA WARD 26 PRECINCT 12,3
42101002613,PHILADELPHIA WARD 26 PRECINCT 13,3
42101002614,PHILADELPHIA WARD 26 PRECINCT 14,3
42101002615,PHILADELPHIA WARD 26 PRECINCT 15,3
42101002616,PHILADELPHIA WARD 26 PRECINCT 16,3
42101002617,PHILADELPHIA WARD 26 PRECINCT 17,3
42101002618,PHILADELPHIA WARD 26 PRECINCT 18,3
42101002619,PHILADELPHIA WARD 26 PRECINCT 19,3
42101002620,PHILADELPHIA WARD 26 PRECINCT 20,3
42101002621,PHILADELPHIA WARD 26 PRECINCT 21,3
42101002622,PHILADELPHIA WARD 26 PRECINCT 22,3
42101002623,PHILADELPHIA WARD 26 PRECINCT 23,3
42101002701,PHILADELPHIA WARD 27 PRECINCT 01,5
42101002702,PHILADELPHIA WARD 27 PRECINCT 02,5
42101002703,PHILADELPHIA WARD 27 PRECINCT 03,5
42101002704,PHILADELPHIA WARD 27 PRECINCT 04,3
42101002705,PHILADELPHIA WARD 27 PRECINCT 05,5
42101002706,PHILADELPHIA WARD 27 PRECINCT 06,5
42101002707,PHILADELPHIA WARD 27 PRECINCT 07,3
42101002708,PHILADELPHIA WARD 27 PRECINCT 08,5
42101002709,PHILADELPHIA WARD 27 PRECINCT 09,5
42101002710,PHILADELPHIA WARD 27 PRECINCT 10,5
42101002711,PHILADELPHIA WARD 27 PRECINCT 11,5
42101002712,PHILADELPHIA WARD 27 PRECINCT 12,3
42101002713,PHILADELPHIA WARD 27 PRECINCT 13,5
42101002714,PHILADELPHIA WARD 27 PRECINCT 14,5
42101002715,PHILADELPHIA WARD 27 PRECINCT 15,3
42101002716,PHILADELPHIA WARD 27 PRECINCT 16,3
42101002717,PHILADELPHIA WARD 27 PRECINCT 17,3
42101002718,PHILADELPHIA WARD 27 PRECINCT 18,5
42101002719,PHILADELPHIA WARD 27 PRECINCT 19,3
42101002720,PHILADELPHIA WARD 27 PRECINCT 20,5
42101002721,PHILADELPHIA WARD 27 PRECINCT 21,5
42101002722,PHILADELPHIA WARD 27 PRECINCT 22,5
42101002723,PHILADELPHIA WARD 27 PRECINCT 23,5
42101002801,PHILADELPHIA WARD 28 PRECINCT 01,2
42101002802,PHILADELPHIA WARD 28 PRECINCT 02,2
42101002803,PHILADELPHIA WARD 28 PRECINCT 03,2
42101002804,PHILADELPHIA WARD 28 PRECINCT 04,2
42101002805,PHILADELPHIA WARD 28 PRECINCT 05,2
42101002806,PHILADELPHIA WARD 28 PRECINCT 06,2
42101002807,PHILADELPHIA WARD 28 PRECINCT 07,2
42101002808,PHILADELPHIA WARD 28 PRECINCT 08,2
42101002809,PHILADELPHIA WARD 28 PRECINCT 09,2
42101002810,PHILADELPHIA WARD 28 PRECINCT 10,2
42101002811,PHILADELPHIA WARD 28 PRECINCT 11,2
42101002812,PHILADELPHIA WARD 28 PRECINCT 12,2
42101002813,PHILADELPHIA WARD 28 PRECINCT 13,2
42101002814,PHILADELPHIA WARD 28 PRECINCT 14,2
42101002815,PHILADELPHIA WARD 28 PRECINCT 15,2
42101002816,PHILADELPHIA WARD 28 PRECINCT 16,2
42101002817,PHILADELPHIA WARD 28 PRECINCT 17,2
42101002818,PHILADELPHIA WARD 28 PRECINCT 18,2
42101002901,PHILADELPHIA WARD 29 PRECINCT 01,5
42101002902,PHILADELPHIA WARD 29 PRECINCT 02,5
42101002903,PHILADELPHIA WARD 29 PRECINCT 03,5
42101002904,PHILADELPHIA WARD 29 PRECINCT 04,5
42101002905,PHILADELPHIA WARD 29 PRECINCT 05,5
42101002906,PHILADELPHIA WARD 29 PRECINCT 06,5
42101002907,PHILADELPHIA WARD 29 PRECINCT 07,5
42101002908,PHILADELPHIA WARD 29 PRECINCT 08,5
42101002909,PHILADELPHIA WARD 29 PRECINCT 09,5
42101002910,PHILADELPHIA WARD 29 PRECINCT 10,5
42101002911,PHILADELPHIA WARD 29 PRECINCT 11,5
42101002912,PHILADELPHIA WARD 29 PRECINCT 12,5
42101002913,PHILADELPHIA WARD 29 PRECINCT 13,5
42101002914,PHILADELPHIA WARD 29 PRECINCT 14,5
42101002915,PHILADELPHIA WARD 29 PRECINCT 15,5
42101002916,PHILADELPHIA WARD 29 PRECINCT 16,5
42101002917,PHILADELPHIA WARD 29 PRECINCT 17,5
42101002918,PHILADELPHIA WARD 29 PRECINCT 18,5
42101003001,PHILADELPHIA WARD 30 PRECINCT 01,3
42101003002,PHILADELPHIA WARD 30 PRECINCT 02,3
42101003003,PHILADELPHIA WARD 30 PRECINCT 03,3
42101003004,PHILADELPHIA WARD 30 PRECINCT 04,3
42101003005,PHILADELPHIA WARD 30 PRECINCT 05,3
42101003006,PHILADELPHIA WARD 30 PRECINCT 06,3
42101003007,PHILADELPHIA WARD 30 PRECINCT 07,3
42101003008,PHILADELPHIA WARD 30 PRECINCT 08,3
42101003009,PHILADELPHIA WARD 30 PRECINCT 09,3
42101003010,PHILADELPHIA WARD 30 PRECINCT 10,3
42101003011,PHILADELPHIA WARD 30 PRECINCT 11,3
42101003012,PHILADELPHIA WARD 30 PRECINCT 12,3
42101003013,PHILADELPHIA WARD 30 PRECINCT 13,3
42101003014,PHILADELPHIA WARD 30 PRECINCT 14,3
42101003015,PHILADELPHIA WARD 30 PRECINCT 15,3
42101003016,PHILADELPHIA WARD 30 PRECINCT 16,3
42101003017,PHILADELPHIA WARD 30 PRECINCT 17,3
42101003101,PHILADELPHIA WARD 31 PRECINCT 01,4
42101003102,PHILADELPHIA WARD 31 PRECINCT 02,4
42101003103,PHILADELPHIA WARD 31 PRECINCT 03,4
42101003104,PHILADELPHIA WARD 31 PRECINCT 04,4
42101003105,PHILADELPHIA WARD 31 PRECINCT 05,4
42101003106,PHILADELPHIA WARD 31 PRECINCT 06,4
42101003107,PHILADELPHIA WARD 31 PRECINCT 07,4
42101003108,PHILADELPHIA WARD 31 PRECINCT 08,4
42101003109,PHILADELPHIA WARD 31 PRECINCT 09,4
42101003110,PHILADELPHIA WARD 31 PRECINCT 10,4
42101003111,PHILADELPHIA WARD 31 PRECINCT 11,4
42101003112,PHILADELPHIA WARD 31 PRECINCT 12,4
42101003113,PHILADELPHIA WARD 31 PRECINCT 13,4
42101003114,PHILADELPHIA WARD 31 PRECINCT 14,4
42101003115,PHILADELPHIA WARD 31 PRECINCT 15,4
42101003116,PHILADELPHIA WARD 31 PRECINCT 16,4
42101003117,PHILADELPHIA WARD 31 PRECINCT 17,4
42101003118,PHILADELPHIA WARD 31 PRECINCT 18,4
42101003119,PHILADELPHIA WARD 31 PRECINCT 19,4
42101003201,PHILADELPHIA WARD 32 PRECINCT 01,5
42101003202,PHILADELPHIA WARD 32 PRECINCT 02,5
42101003203,PHILADELPHIA WARD 32 PRECINCT 03,5
42101003204,PHILADELPHIA WARD 32 PRECINCT 04,5
42101003205,PHILADELPHIA WARD 32 PRECINCT 05,5
42101003206,PHILADELPHIA WARD 32 PRECINCT 06,5
42101003207,PHILADELPHIA WARD 32 PRECINCT 07,5
42101003208,PHILADELPHIA WARD 32 PRECINCT 08,5
42101003209,PHILADELPHIA WARD 32 PRECINCT 09,5
42101003210,PHILADELPHIA WARD 32 PRECINCT 10,5
42101003211,PHILADELPHIA WARD 32 PRECINCT 11,5
42101003212,PHILADELPHIA WARD 32 PRECINCT 12,5
42101003213,PHILADELPHIA WARD 32 PRECINCT 13,5
42101003214,PHILADELPHIA WARD 32 PRECINCT 14,5
42101003215,PHILADELPHIA WARD 32 PRECINCT 15,5
42101003216,PHILADELPHIA WARD 32 PRECINCT 16,5
42101003217,PHILADELPHIA WARD 32 PRECINCT 17,5
42101003218,PHILADELPHIA WARD 32 PRECINCT 18,5
42101003219,PHILADELPHIA WARD 32 PRECINCT 19,2
42101003220,PHILADELPHIA WARD 32 PRECINCT 20,5
42101003221,PHILADELPHIA WARD 32 PRECINCT 21,2
42101003222,PHILADELPHIA WARD 32 PRECINCT 22,2
42101003223,PHILADELPHIA WARD 32 PRECINCT 23,2
42101003224,PHILADELPHIA WARD 32 PRECINCT 24,2
42101003225,PHILADELPHIA WARD 32 PRECINCT 25,2
42101003226,PHILADELPHIA WARD 32 PRECINCT 26,2
42101003227,PHILADELPHIA WARD 32 PRECINCT 27,2
42101003228,PHILADELPHIA WARD 32 PRECINCT 28,5
42101003229,PHILADELPHIA WARD 32 PRECINCT 29,5
42101003230,PHILADELPHIA WARD 32 PRECINCT 30,5
42101003231,PHILADELPHIA WARD 32 PRECINCT 31,5
42101003301,PHILADELPHIA WARD 33 PRECINCT 01,4
42101003302,PHILADELPHIA WARD 33 PRECINCT 02,4
42101003303,PHILADELPHIA WARD 33 PRECINCT 03,4
42101003304,PHILADELPHIA WARD 33 PRECINCT 04,4
42101003305,PHILADELPHIA WARD 33 PRECINCT 05,4
42101003306,PHILADELPHIA WARD 33 PRECINCT 06,4
42101003307,PHILADELPHIA WARD 33 PRECINCT 07,4
42101003308,PHILADELPHIA WARD 33 PRECINCT 08,4
42101003309,PHILADELPHIA WARD 33 PRECINCT 09,4
42101003310,PHILADELPHIA WARD 33 PRECINCT 10,4
42101003311,PHILADELPHIA WARD 33 PRECINCT 11,4
42101003312,PHILADELPHIA WARD 33 PRECINCT 12,4
42101003313,PHILADELPHIA WARD 33 PRECINCT 13,4
42101003314,PHILADELPHIA WARD 33 PRECINCT 14,4
42101003315,PHILADELPHIA WARD 33 PRECINCT 15,4
42101003316,PHILADELPHIA WARD 33 PRECINCT 16,4
42101003317,PHILADELPHIA WARD 33 PRECINCT 17,4
42101003318,PHILADELPHIA WARD 33 PRECINCT 18,4
42101003319,PHILADELPHIA WARD 33 PRECINCT 19,4
42101003320,PHILADELPHIA WARD 33 PRECINCT 20,4
42101003321,PHILADELPHIA WARD 33 PRECINCT 21,4
42101003322,PHILADELPHIA WARD 33 PRECINCT 22,4
42101003323,PHILADELPHIA WARD 33 PRECINCT 23,4
42101003324,PHILADELPHIA WARD 33 PRECINCT 24,4
42101003401,PHILADELPHIA WARD 34 PRECINCT 01,5
42101003402,PHILADELPHIA WARD 34 PRECINCT 02,5
42101003403,PHILADELPHIA WARD 34 PRECINCT 03,5
42101003404,PHILADELPHIA WARD 34 PRECINCT 04,5
42101003405,PHILADELPHIA WARD 34 PRECINCT 05,5
42101003406,PHILADELPHIA WARD 34 PRECINCT 06,5
42101003407,PHILADELPHIA WARD 34 PRECINCT 07,5
42101003408,PHILADELPHIA WARD 34 PRECINCT 08,5
42101003409,PHILADELPHIA WARD 34 PRECINCT 09,5
42101003410,PHILADELPHIA WARD 34 PRECINCT 10,5
42101003411,PHILADELPHIA WARD 34 PRECINCT 11,5
42101003412,PHILADELPHIA WARD 34 PRECINCT 12,5
42101003413,PHILADELPHIA WARD 34 PRECINCT 13,5
42101003414,PHILADELPHIA WARD 34 PRECINCT 14,5
42101003415,PHILADELPHIA WARD 34 PRECINCT 15,5
42101003416,PHILADELPHIA WARD 34 PRECINCT 16,5
42101003417,PHILADELPHIA WARD 34 PRECINCT 17,5
42101003418,PHILADELPHIA WARD 34 PRECINCT 18,5
42101003419,PHILADELPHIA WARD 34 PRECINCT 19,5
42101003420,PHILADELPHIA WARD 34 PRECINCT 20,5
42101003421,PHILADELPHIA WARD 34 PRECINCT 21,5
42101003422,PHILADELPHIA WARD 34 PRECINCT 22,5
42101003423,PHILADELPHIA WARD 34 PRECINCT 23,5
42101003424,PHILADELPHIA WARD 34 PRECINCT 24,5
42101003425,PHILADELPHIA WARD 34 PRECINCT 25,5
42101003426,PHILADELPHIA WARD 34 PRECINCT 26,5
42101003427,PHILADELPHIA WARD 34 PRECINCT 27,5
42101003428,PHILADELPHIA WARD 34 PRECINCT 28,5
42101003429,PHILADELPHIA WARD 34 PRECINCT 29,5
42101003430,PHILADELPHIA WARD 34 PRECINCT 30,5
42101003431,PHILADELPHIA WARD 34 PRECINCT 31,5
42101003432,PHILADELPHIA WARD 34 PRECINCT 32,5
42101003433,PHILADELPHIA WARD 34 PRECINCT 33,5
42101003434,PHILADELPHIA WARD 34 PRECINCT 34,5
42101003435,PHILADELPHIA WARD 34 PRECINCT 35,5
42101003436,PHILADELPHIA WARD 34 PRECINCT 36,5
42101003437,PHILADELPHIA WARD 34 PRECINCT 37,5
42101003438,PHILADELPHIA WARD 34 PRECINCT 38,5
42101003439,PHILADELPHIA WARD 34 PRECINCT 39,5
42101003440,PHILADELPHIA WARD 34 PRECINCT 40,5
42101003441,PHILADELPHIA WARD 34 PRECINCT 41,5
42101003442,PHILADELPHIA WARD 34 PRECINCT 42,5
42101003501,PHILADELPHIA WARD 35 PRECINCT 01,1
42101003502,PHILADELPHIA WARD 35 PRECINCT 02,1
42101003503,PHILADELPHIA WARD 35 PRECINCT 03,1
42101003504,PHILADELPHIA WARD 35 PRECINCT 04,1
42101003505,PHILADELPHIA WARD 35 PRECINCT 05,1
42101003506,PHILADELPHIA WARD 35 PRECINCT 06,4
42101003507,PHILADELPHIA WARD 35 PRECINCT 07,1
42101003508,PHILADELPHIA WARD 35 PRECINCT 08,4
42101003509,PHILADELPHIA WARD 35 PRECINCT 09,4
42101003510,PHILADELPHIA WARD 35 PRECINCT 10,4
42101003511,PHILADELPHIA WARD 35 PRECINCT 11,4
42101003512,PHILADELPHIA WARD 35 PRECINCT 12,4
42101003513,PHILADELPHIA WARD 35 PRECINCT 13,4
42101003514,PHILADELPHIA WARD 35 PRECINCT 14,4
42101003515,PHILADELPHIA WARD 35 PRECINCT 15,4
42101003516,PHILADELPHIA WARD 35 PRECINCT 16,4
42101003517,PHILADELPHIA WARD 35 PRECINCT 17,4
42101003518,PHILADELPHIA WARD 35 PRECINCT 18,4
42101003519,PHILADELPHIA WARD 35 PRECINCT 19,4
42101003520,PHILADELPHIA WARD 35 PRECINCT 20,4
42101003521,PHILADELPHIA WARD 35 PRECINCT 21,4
42101003522,PHILADELPHIA WARD 35 PRECINCT 22,4
42101003523,PHILADELPHIA WARD 35 PRECINCT 23,4
42101003524,PHILADELPHIA WARD 35 PRECINCT 24,4
42101003525,PHILADELPHIA WARD 35 PRECINCT 25,4
42101003526,PHILADELPHIA WARD 35 PRECINCT 26,4
42101003527,PHILADELPHIA WARD 35 PRECINCT 27,4
42101003528,PHILADELPHIA WARD 35 PRECINCT 28,4
42101003529,PHILADELPHIA WARD 35 PRECINCT 29,4
42101003530,PHILADELPHIA WARD 35 PRECINCT 30,4
42101003531,PHILADELPHIA WARD 35 PRECINCT 31,4
42101003532,PHILADELPHIA WARD 35 PRECINCT 32,1
42101003601,PHILADELPHIA WARD 36 PRECINCT 01,3
42101003602,PHILADELPHIA WARD 36 PRECINCT 02,3
42101003603,PHILADELPHIA WARD 36 PRECINCT 03,3
42101003604,PHILADELPHIA WARD 36 PRECINCT 04,3
42101003605,PHILADELPHIA WARD 36 PRECINCT 05,3
42101003606,PHILADELPHIA WARD 36 PRECINCT 06,3
42101003607,PHILADELPHIA WARD 36 PRECINCT 07,3
42101003608,PHILADELPHIA WARD 36 PRECINCT 08,3
42101003609,PHILADELPHIA WARD 36 PRECINCT 09,3
42101003610,PHILADELPHIA WARD 36 PRECINCT 10,3
42101003611,PHILADELPHIA WARD 36 PRECINCT 11,3
42101003612,PHILADELPHIA WARD 36 PRECINCT 12,3
42101003613,PHILADELPHIA WARD 36 PRECINCT 13,3
42101003614,PHILADELPHIA WARD 36 PRECINCT 14,3
42101003615,PHILADELPHIA WARD 36 PRECINCT 15,3
42101003616,PHILADELPHIA WARD 36 PRECINCT 16,3
42101003617,PHILADELPHIA WARD 36 PRECINCT 17,3
42101003618,PHILADELPHIA WARD 36 PRECINCT 18,3
42101003619,PHILADELPHIA WARD 36 PRECINCT 19,3
42101003620,PHILADELPHIA WARD 36 PRECINCT 20,3
42101003621,PHILADELPHIA WARD 36 PRECINCT 21,3
42101003622,PHILADELPHIA WARD 36 PRECINCT 22,3
42101003623,PHILADELPHIA WARD 36 PRECINCT 23,3
42101003624,PHILADELPHIA WARD 36 PRECINCT 24,3
42101003625,PHILADELPHIA WARD 36 PRECINCT 25,3
42101003626,PHILADELPHIA WARD 36 PRECINCT 26,3
42101003627,PHILADELPHIA WARD 36 PRECINCT 27,3
42101003628,PHILADELPHIA WARD 36 PRECINCT 28,3
42101003629,PHILADELPHIA WARD 36 PRECINCT 29,3
42101003630,PHILADELPHIA WARD 36 PRECINCT 30,3
42101003631,PHILADELPHIA WARD 36 PRECINCT 31,3
42101003632,PHILADELPHIA WARD 36 PRECINCT 32,3
42101003633,PHILADELPHIA WARD 36 PRECINCT 33,3
42101003634,PHILADELPHIA WARD 36 PRECINCT 34,3
42101003635,PHILADELPHIA WARD 36 PRECINCT 35,3
42101003636,PHILADELPHIA WARD 36 PRECINCT 36,3
42101003637,PHILADELPHIA WARD 36 PRECINCT 37,3
42101003638,PHILADELPHIA WARD 36 PRECINCT 38,3
42101003639,PHILADELPHIA WARD 36 PRECINCT 39,3
42101003640,PHILADELPHIA WARD 36 PRECINCT 40,3
42101003641,PHILADELPHIA WARD 36 PRECINCT 41,3
42101003701,PHILADELPHIA WARD 37 PRECINCT 01,5
42101003702,PHILADELPHIA WARD 37 PRECINCT 02,5
42101003703,PHILADELPHIA WARD 37 PRECINCT 03,5
42101003704,PHILADELPHIA WARD 37 PRECINCT 04,5
42101003705,PHILADELPHIA WARD 37 PRECINCT 05,5
42101003706,PHILADELPHIA WARD 37 PRECINCT 06,5
42101003707,PHILADELPHIA WARD 37 PRECINCT 07,5
42101003708,PHILADELPHIA WARD 37 PRECINCT 08,5
42101003709,PHILADELPHIA WARD 37 PRECINCT 09,2
42101003710,PHILADELPHIA WARD 37 PRECINCT 10,2
42101003711,PHILADELPHIA WARD 37 PRECINCT 11,2
42101003712,PHILADELPHIA WARD 37 PRECINCT 12,2
42101003713,PHILADELPHIA WARD 37 PRECINCT 13,5
42101003714,PHILADELPHIA WARD 37 PRECINCT 14,5
42101003715,PHILADELPHIA WARD 37 PRECINCT 15,5
42101003716,PHILADELPHIA WARD 37 PRECINCT 16,2
42101003717,PHILADELPHIA WARD 37 PRECINCT 17,2
42101003718,PHILADELPHIA WARD 37 PRECINCT 18,2
42101003719,PHILADELPHIA WARD 37 PRECINCT 19,2
42101003720,PHILADELPHIA WARD 37 PRECINCT 20,2
42101003721,PHILADELPHIA WARD 37 PRECINCT 21,2
42101003801,PHILADELPHIA WARD 38 PRECINCT 01,2
42101003802,PHILADELPHIA WARD 38 PRECINCT 02,2
42101003803,PHILADELPHIA WARD 38 PRECINCT 03,2
42101003804,PHILADELPHIA WARD 38 PRECINCT 04,2
